run_id,profile,git_sha,env_hash,timestamp,seed,method,N,M,Delta_min,B,K,lambda_out,lambda_tw,tw_family,tw_mode,on_time_pct,total_tardiness_min,total_energy,risk_mean,risk_max_route,runtime_edge_s,runtime_solve_s,runtime_total_s,incumbent_obj,best_bound,gap_pct,feasible_flag,claim_regime
scalability_seed1_N80_M3_D10_B4_K10_lo0.5_lt1.0_twA_ortools_main,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,1,ortools_main,80,3,10,4,10,0.5,1.0,A,soft,96.25,0.943588700811379,7586.934142804299,0.0,0.0,1.1426561109999511,8.009608480999987,9.152264591999938,7586935.086393,,,1,scalability_only
scalability_seed1_N80_M3_D10_B4_K10_lo0.5_lt1.0_twA_pyvrp_baseline,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,1,pyvrp_baseline,80,3,10,4,10,0.5,1.0,A,soft,,,,,,1.1426561109999511,8.017154867000045,9.159810977999996,,,,0,scalability_only
scalability_seed1_N80_M3_D10_B4_K10_lo1.0_lt1.0_twA_ortools_main,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,1,ortools_main,80,3,10,4,10,1.0,1.0,A,soft,96.25,0.943588700811379,7586.934142804299,0.0,0.0,1.221406368000089,8.001742843000102,9.223149211000191,7586935.086393,,,1,scalability_only
scalability_seed1_N80_M3_D10_B4_K10_lo1.0_lt1.0_twA_pyvrp_baseline,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,1,pyvrp_baseline,80,3,10,4,10,1.0,1.0,A,soft,,,,,,1.221406368000089,8.048275166000167,9.269681534000256,,,,0,scalability_only
scalability_seed2_N80_M3_D10_B4_K10_lo0.5_lt1.0_twA_ortools_main,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,2,ortools_main,80,3,10,4,10,0.5,1.0,A,soft,100.0,0.0,8113.192899635818,0.0,0.0,1.5635999329999777,8.002875814999925,9.566475747999903,8113192.899635818,,,1,scalability_only
scalability_seed2_N80_M3_D10_B4_K10_lo0.5_lt1.0_twA_pyvrp_baseline,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,2,pyvrp_baseline,80,3,10,4,10,0.5,1.0,A,soft,,,,,,1.5635999329999777,8.027143412999976,9.590743345999954,,,,0,scalability_only
scalability_seed2_N80_M3_D10_B4_K10_lo1.0_lt1.0_twA_ortools_main,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,2,ortools_main,80,3,10,4,10,1.0,1.0,A,soft,100.0,0.0,8113.192899635818,0.0,0.0,1.433304299999918,8.007087174999924,9.440391474999842,8113192.899635818,,,1,scalability_only
scalability_seed2_N80_M3_D10_B4_K10_lo1.0_lt1.0_twA_pyvrp_baseline,scalability,unknown,188019d3daf4,2026-02-17T14:59:20.312114+00:00,2,pyvrp_baseline,80,3,10,4,10,1.0,1.0,A,soft,,,,,,1.433304299999918,8.03961183399997,9.472916133999888,,,,0,scalability_only
