method,N,on_time_pct_mean,on_time_pct_std,total_tardiness_min_mean,total_tardiness_min_std,total_energy_mean,total_energy_std,risk_mean_mean,risk_mean_std,runtime_total_s_mean,runtime_total_s_std
highs_exact_bound,10,,,,,,,,,6.055073698833401,0.007719397742906688
highs_exact_bound,20,,,,,,,,,6.237120002999973,0.11413374669990352
ortools_main,10,100.0,0.0,0.0,0.0,3177.423146413652,193.4863164304224,0.0,0.0,6.0344497251667235,0.0078043544413934456
ortools_main,20,100.0,0.0,0.0,0.0,4126.754729529416,104.7892532530557,0.0,0.0,6.101023761666586,0.032584384145244956
ortools_main,40,95.0,0.0,0.8511964789782126,0.2777359301155499,5717.729980798586,109.50403542517603,0.0,0.0,6.329162234166688,0.06907502712950828
pyvrp_baseline,10,100.0,0.0,0.0,0.0,3455.6963825645003,316.7998153403706,0.0,0.0,6.0333551751667,0.006565217132589627
pyvrp_baseline,20,100.0,0.0,0.0,0.0,4644.002915980463,76.17500127824403,0.0,0.0,6.105349756999961,0.034314305635363786
