run_id,profile,git_sha,env_hash,timestamp,seed,method,N,M,Delta_min,B,K,lambda_out,lambda_tw,tw_family,tw_mode,on_time_pct,total_tardiness_min,total_energy,risk_mean,risk_max_route,runtime_edge_s,runtime_solve_s,runtime_total_s,incumbent_obj,best_bound,gap_pct,feasible_flag,claim_regime
main_table_seed1_N10_M3_D10_B4_K10_lo1.0_lt1.0_twA_pyvrp_baseline,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,pyvrp_baseline,10,3,10,4,10,1.0,1.0,A,soft,100.0,0.0,3227.7280881459455,0.0,0.0,0.03157409999994343,20.00965665900003,20.041230758999973,3227728.0881459457,2784267.0,13.739109244505048,1,exact
main_table_seed1_N10_M3_D10_B4_K10_lo1.0_lt1.0_twA_highs_exact_bound,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,highs_exact_bound,10,3,10,4,10,1.0,1.0,A,soft,,,,,,0.03157409999994343,20.01900036500001,20.050574464999954,3227727.9999999995,2784267.0,13.739106888808461,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.0_lt0.0_twA_ortools_main,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,ortools_main,10,3,5,4,10,0.0,0.0,A,soft,70.0,3.933035971975456,2739.656237617432,0.41818181818181815,0.41818181818181815,0.020658200000070792,20.00140789299985,20.02206609299992,2739656.237617432,2721719.0,0.6547258510444153,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.0_lt0.0_twA_pyvrp_baseline,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,pyvrp_baseline,10,3,5,4,10,0.0,0.0,A,soft,100.0,0.0,3203.1493815054637,0.4083333333333334,0.5333333333333333,0.020658200000070792,20.011194774999694,20.031852974999765,3203149.3815054637,2721719.0,15.029907262058254,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.0_lt0.0_twA_highs_exact_bound,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,highs_exact_bound,10,3,5,4,10,0.0,0.0,A,soft,,,,,,0.020658200000070792,20.023113630999887,20.043771830999958,3203149.0,2721719.0,15.029897141843854,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.0_lt1.0_twA_ortools_main,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,ortools_main,10,3,5,4,10,0.0,1.0,A,soft,70.0,3.933035971975456,2739.656237617432,0.41818181818181815,0.41818181818181815,0.027295699999740464,20.005035081000187,20.032330780999928,2739660.170653404,2721719.0,0.65486847038862,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.0_lt1.0_twA_pyvrp_baseline,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,pyvrp_baseline,10,3,5,4,10,0.0,1.0,A,soft,100.0,0.0,3203.1493815054637,0.4083333333333334,0.5333333333333333,0.027295699999740464,20.010162789999868,20.037458489999608,3203149.3815054637,2721719.0,15.029907262058254,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.0_lt1.0_twA_highs_exact_bound,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,highs_exact_bound,10,3,5,4,10,0.0,1.0,A,soft,,,,,,0.027295699999740464,20.019282243999896,20.046577943999637,3203149.0,2721719.0,15.029897141843854,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.5_lt0.0_twA_ortools_main,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,ortools_main,10,3,5,4,10,0.5,0.0,A,soft,70.0,4.337993607018276,2820.647764625997,0.38181818181818183,0.38181818181818183,0.018466999999873224,20.001323389999925,20.019790389999798,3011556.8555350876,4715304.0,-56.573633711530704,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.5_lt0.0_twA_pyvrp_baseline,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,pyvrp_baseline,10,3,5,4,10,0.5,0.0,A,soft,100.0,0.0,3369.377003157274,0.325,0.5285714285714286,0.018466999999873224,20.016728523999973,20.035195523999846,3531877.003157274,4715304.0,-33.50702744701521,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.5_lt0.0_twA_highs_exact_bound,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,highs_exact_bound,10,3,5,4,10,0.5,0.0,A,soft,,,,,,0.018466999999873224,20.03945370800011,20.057920707999983,5319377.0,4715304.0,11.356085496478254,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.5_lt1.0_twA_ortools_main,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,ortools_main,10,3,5,4,10,0.5,1.0,A,soft,70.0,4.337993607018276,2820.647764625997,0.38181818181818183,0.38181818181818183,0.032226200999957655,20.001565671000208,20.033791872000165,3011561.1935286946,4781368.0,-58.76708765786673,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.5_lt1.0_twA_pyvrp_baseline,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,pyvrp_baseline,10,3,5,4,10,0.5,1.0,A,soft,100.0,0.0,3369.377003157274,0.325,0.5285714285714286,0.032226200999957655,20.01006104599992,20.042287246999877,3531877.003157274,4781368.0,-35.377534260840925,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo0.5_lt1.0_twA_highs_exact_bound,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,highs_exact_bound,10,3,5,4,10,0.5,1.0,A,soft,,,,,,0.032226200999957655,20.028750804999618,20.060977005999575,5319377.0,4781368.0,10.114135546324315,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo1.0_lt0.0_twA_ortools_main,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,ortools_main,10,3,5,4,10,1.0,0.0,A,soft,70.0,5.864675866787665,3047.031658969575,0.35454545454545455,0.35454545454545455,0.01825909999979558,20.000627689999874,20.01888678999967,3401577.113515029,6563480.0,-92.95402635213551,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo1.0_lt0.0_twA_pyvrp_baseline,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,pyvrp_baseline,10,3,5,4,10,1.0,0.0,A,soft,100.0,0.0,3546.5575037863364,0.30833333333333335,0.5,0.01825909999979558,20.01242914400018,20.030688243999975,3854890.8371196697,6563480.0,-70.2637059601967,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo1.0_lt0.0_twA_highs_exact_bound,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,highs_exact_bound,10,3,5,4,10,1.0,0.0,A,soft,,,,,,0.01825909999979558,20.02256390799994,20.040823007999734,7246558.0,6563480.0,9.426240706277381,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo1.0_lt1.0_twA_ortools_main,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,ortools_main,10,3,5,4,10,1.0,1.0,A,soft,100.0,0.0,3546.557503786337,0.30833333333333335,0.5,0.02512339900022198,20.003098316999967,20.02822171600019,3854890.83711967,6669550.0,-73.01527544638361,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo1.0_lt1.0_twA_pyvrp_baseline,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,pyvrp_baseline,10,3,5,4,10,1.0,1.0,A,soft,100.0,0.0,3546.5575037863364,0.30833333333333335,0.5,0.02512339900022198,20.011287472000276,20.0364108710005,3854890.8371196697,6669550.0,-73.01527544638361,1,exact
main_table_seed1_N10_M3_D5_B4_K10_lo1.0_lt1.0_twA_highs_exact_bound,main_table,unknown,188019d3daf4,2026-02-17T15:15:05.564674+00:00,1,highs_exact_bound,10,3,5,4,10,1.0,1.0,A,soft,,,,,,0.02512339900022198,20.04297910699961,20.068102505999832,7246558.0,6669550.0,7.96251130536732,1,exact
