method,B,Delta_min,on_time_pct,total_tardiness_min,risk_mean
ortools_main,4,10,81.5625,30.880830187303978,0.19684434602521583
ortools_main,7,10,86.09375,37.121218366358896,0.11243203711857393
pyvrp_baseline,4,10,100.0,0.0,0.03695652173913042
pyvrp_baseline,7,10,100.0,0.0,0.1467391304347826
