method,B,Delta_min,on_time_pct,total_tardiness_min,risk_mean
ortools_main,4,5,80.15625,2.961633913052104,0.3721670774005111
ortools_main,4,10,98.75,0.2131359234387811,0.13088718510405256
ortools_main,7,5,100.0,0.0,0.0289156626506024
ortools_main,7,10,100.0,0.0,0.1156626506024096
pyvrp_baseline,4,5,100.0,0.0,0.34722222222222227
pyvrp_baseline,4,10,100.0,0.0,0.005555555555555533
