method,N,on_time_pct_mean,on_time_pct_std,total_tardiness_min_mean,total_tardiness_min_std,total_energy_mean,total_energy_std,risk_mean_mean,risk_mean_std,runtime_total_s_mean,runtime_total_s_std
highs_exact_bound,10,,,,,,,,,19.101329074916674,2.218409026340507
ortools_main,10,86.66666666666667,14.974726182552528,2.009318534357115,2.284877862941566,2974.6153453632846,211.83595545056795,0.1900883838383838,0.19744313158288154,20.02688797025011,0.007599387265020063
pyvrp_baseline,10,100.0,0.0,0.0,0.0,3290.173184252191,136.63047729856683,0.1763888888888889,0.1814237092817868,20.034038276583413,0.004912992643313835
