run_id,profile,git_sha,env_hash,timestamp,seed,method,N,M,Delta_min,B,K,lambda_out,lambda_tw,tw_family,tw_mode,on_time_pct,total_tardiness_min,total_energy,risk_mean,risk_max_route,runtime_edge_s,runtime_solve_s,runtime_total_s,incumbent_obj,best_bound,gap_pct,feasible_flag,claim_regime
scalability_seed1_N80_M3_D10_B4_K10_lo0.5_lt1.0_twB_ortools_main,scalability,94b21e2,188019d3daf4,2026-02-18T20:27:26.726356+00:00,1,ortools_main,80,3,10,4,10,0.5,1.0,B,soft,81.25,100.79747221351386,8601.513740217502,0.5301204819277109,0.8342857142857144,1.3614340549993358,20.582073864999984,21.94350791999932,30702311.21243102,,,1,scalability_only
scalability_seed1_N80_M3_D10_B4_K10_lo0.5_lt1.0_twB_pyvrp_baseline,scalability,94b21e2,188019d3daf4,2026-02-18T20:27:26.726356+00:00,1,pyvrp_baseline,80,3,10,4,10,0.5,1.0,B,soft,,,,,,1.3614340549993358,20.906405316998644,22.26783937199798,,,,0,scalability_only
scalability_seed1_N80_M3_D10_B4_K10_lo1.0_lt1.0_twB_ortools_main,scalability,94b21e2,188019d3daf4,2026-02-18T20:27:26.726356+00:00,1,ortools_main,80,3,10,4,10,1.0,1.0,B,soft,61.25,123.61677173745736,11219.065162838435,0.49518072289156645,0.7526315789473684,1.4749305459990865,20.171639139000035,21.646569684999122,52442681.93457591,,,1,scalability_only
scalability_seed1_N80_M3_D10_B4_K10_lo1.0_lt1.0_twB_pyvrp_baseline,scalability,94b21e2,188019d3daf4,2026-02-18T20:27:26.726356+00:00,1,pyvrp_baseline,80,3,10,4,10,1.0,1.0,B,soft,,,,,,1.4749305459990865,20.12952371100073,21.604454256999816,,,,0,scalability_only
scalability_seed1_N80_M3_D5_B4_K10_lo0.5_lt1.0_twB_ortools_main,scalability,94b21e2,188019d3daf4,2026-02-18T20:27:26.726356+00:00,1,ortools_main,80,3,5,4,10,0.5,1.0,B,soft,,,,,,2.251897938000184,20.003861408000375,22.25575934600056,,,,0,scalability_only
scalability_seed1_N80_M3_D5_B4_K10_lo0.5_lt1.0_twB_pyvrp_baseline,scalability,94b21e2,188019d3daf4,2026-02-18T20:27:26.726356+00:00,1,pyvrp_baseline,80,3,5,4,10,0.5,1.0,B,soft,,,,,,2.251897938000184,20.038040441000703,22.289938379000887,,,,0,scalability_only
